id	redshift	cfht.megacam.u	cfht.megacam.g	cfht.megacam.r	cfht.megacam.inew	cfht.megacam.z	subaru_B	SUBARU_V	SUBARU_r	SUBARU_i	SUBARU_z	SUBARU_g	hst.wfc3.F125W	hst.wfc3.F140W	hst.wfc3.F160W	vista.vircam.Y	vista.vircam.J	vista.vircam.H	vista.vircam.Ks	spitzer.irac.ch1	spitzer.irac.ch2	spitzer.irac.ch3	spitzer.irac.ch4	noao.J1	noao.J2	noao.J3	noao.H1	noao.H2	noao.Ks	subaru.suprime.IB427	subaru.suprime.IB464	subaru.suprime.IB484	subaru.suprime.IB505	subaru.suprime.IB527	subaru.suprime.IB574	subaru.suprime.IB624	subaru.suprime.IB679	subaru.suprime.IB709	subaru.suprime.NB711	subaru.suprime.IB738	subaru.suprime.IB767	subaru.suprime.NB816	subaru.suprime.IB827	cfht.wircam.J	cfht.wircam.H	cfht.wircam.Ks	KPNOU	CTIO_MosaicII.U	ISAACKS	ukirt.J	ukirt.H	ukirt.Ks
1255.0	1.21	9.58961e-06	3.8475e-05	6.66988e-05	0.00025674599999999997	0.0005280209999999999	2.2452300000000002e-05	2.84553e-05	8.47145e-05	NaN	0.0006593980000000001	3.09807e-05	0.0019522699999999999	NaN	0.00313361	0.0013227599999999999	0.00208203	0.003685	0.00549458	0.011480800000000001	0.0131134	0.0057188	0.009089930000000001	0.00181382	0.00227612	0.0025923699999999997	0.00322289	0.004243350000000001	0.0063517700000000005	-6.2358e-06	-2.4405199999999998e-05	1.08216e-05	2.1963e-05	5.5018699999999996e-05	6.83439e-05	4.76414e-05	0.000151796	0.00011048	9.63072e-05	0.000100111	0.000254093	0.00027861799999999995	0.00033313500000000003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1256.0	0.57	0.000613491	0.000795136	0.00153934	0.00213654	0.0020972499999999997	0.000511635	0.000849614	0.0013585700000000001	NaN	0.0020131199999999998	0.000612115	0.0021038899999999998	NaN	0.0024155799999999996	0.00281499	0.0024239799999999996	0.00217963	0.00306476	0.0018571100000000001	0.0010065299999999998	0.00530686	-0.0027250800000000004	0.0024994600000000002	0.00267144	0.00213552	0.00277267	0.0023074799999999998	0.00157132	0.000519141	0.00046381499999999996	0.000645793	0.000665587	0.00065462	0.0011274500000000001	0.00129704	0.0019140399999999999	0.00156383	0.00137124	0.00170256	0.00183148	0.00170193	0.00191667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1254.0	1.14	0.000348643	0.000475145	0.00103428	0.00238317	0.00501457	0.00036060599999999997	0.000714343	0.00115405	NaN	0.0057813299999999995	0.00044119799999999996	0.0106414	NaN	0.015117499999999999	0.00819533	0.0115572	0.0150514	0.0236971	0.0348894	0.0311735	0.008932230000000001	0.022414	0.00875949	0.0107646	0.012316200000000001	0.0157148	0.0188241	0.0253614	0.000373499	0.000381847	0.00043744	0.000413809	0.000521684	0.000819141	0.000975236	0.0015995999999999999	0.001532	0.00174304	0.00193196	0.00198047	0.00289574	0.0033107099999999997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1257.0	1.76	0.000681049	0.000814288	0.000893836	0.000983324	0.000980496	0.0007486519999999999	0.000991538	0.000916431	NaN	0.00115391	0.000809589	0.00174506	NaN	0.0015077799999999998	0.00157847	0.0015906499999999999	0.0016907399999999998	0.0018061499999999999	0.00212621	0.00230139	-0.00240516	-0.0020781800000000002	0.00159462	0.00155736	0.00169316	0.0017692399999999998	0.0015603499999999998	0.0021642000000000002	0.000712469	0.0007190370000000001	0.000831866	0.000868505	0.000868617	0.000800598	0.000977832	0.00105905	0.0008518649999999999	0.000903556	0.000893239	0.00103258	0.000966955	0.000862288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1259.0	1.65	0.00048631799999999996	0.000607166	0.0006832209999999999	0.00077139	0.000849084	0.000502153	0.000703719	0.000722819	NaN	0.0009224109999999999	0.000549895	0.0015147	NaN	0.00144933	0.00146974	0.0019277200000000002	0.00176711	0.00162311	0.0020348600000000003	0.00216616	0.0077427400000000006	-0.00233691	0.0014041799999999999	0.00148649	0.0020586099999999998	0.00166945	0.0023079999999999997	0.0021905899999999996	0.0005050090000000001	0.00046272200000000005	0.000608695	0.0005969139999999999	0.000569087	0.0006193920000000001	0.000641224	0.000800157	0.0007410790000000001	0.000649539	0.000733621	0.000780971	0.000687707	0.000728502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1261.0	0.93	0.000166055	0.000274019	0.000493606	0.00119866	0.00172281	0.000174387	0.000347127	0.000476128	NaN	0.00190852	0.00021152	0.00246725	NaN	0.00309768	0.00228132	0.00312123	0.00333177	0.00504978	0.00615503	0.00485996	0.00260106	0.0035971899999999997	0.00233572	0.00230749	0.00280841	0.00374789	0.00408923	0.0054613	0.000160324	0.000166364	0.000227655	0.000263148	0.00028070899999999997	0.00022514600000000002	0.000403109	0.000606759	0.000689895	0.000751928	0.000833532	0.0013325	0.00134117	0.00126223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1262.0	1.25	0.00026615	0.00030757099999999997	0.000363803	0.000522139	0.0009112209999999999	0.000257494	0.000358298	0.000409646	NaN	0.00100163	0.000273498	0.00103759	NaN	0.00133622	0.0010845800000000001	0.000970799	0.00152636	0.00202121	0.00216222	0.0017913699999999998	0.0020878999999999997	0.00442621	0.0010481	0.00145396	0.0013244499999999998	0.0011708	0.00156884	0.00160315	0.000251848	0.00032934200000000005	0.000298649	0.000310545	0.000276183	0.000307574	0.000373971	0.000472569	0.000474877	0.00042075099999999997	0.000453526	0.000530277	0.000471894	0.000619007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1260.0	0.88	0.0006659509999999999	0.0013144	0.0037701699999999998	0.011202199999999999	0.0192494	0.000796376	0.00227794	0.00382402	NaN	0.0221795	0.0011513299999999999	0.0378744	NaN	0.054097299999999994	0.0293367	0.0431616	0.059424	0.0951519	0.11742	0.0858772	0.0551676	0.0408853	0.0309117	0.0415593	0.0457732	0.063104	0.0759663	0.103034	0.000777513	0.000921704	0.0010979000000000002	0.00145775	0.00145021	0.0025028100000000003	0.00369037	0.005994589999999999	0.00630312	0.00644552	0.00780806	0.0118348	0.012955999999999999	0.0143198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1263.0	1.18	0.000337992	0.000409032	0.000483233	0.000704759	0.00110979	0.000350589	0.000473284	0.0005171970000000001	NaN	0.00123404	0.000359848	0.00126951	NaN	0.00177989	0.00116375	0.0014200600000000001	0.00210842	0.00198012	0.00253871	0.00209754	0.00316256	-0.00198858	0.00145481	0.0016290500000000002	0.00131631	0.0014875799999999998	0.00215348	0.00213803	0.000309105	0.000348104	0.000369589	0.000413508	0.000395914	0.00043066100000000004	0.000494578	0.00061456	0.00051582	0.00048549199999999997	0.000541766	0.00055258	0.0013196000000000002	0.000994955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1264.0	1.14	0.000609619	0.000691446	0.000873051	0.00126533	0.00189379	0.0005620509999999999	0.000763564	0.000835622	NaN	0.0020110700000000002	0.000653285	0.0023114900000000002	NaN	0.0030895199999999997	0.00236578	0.00232789	0.00275052	0.0036444800000000003	0.00444767	0.00354173	0.00123129	0.00165307	0.00201665	0.00261451	0.00259824	0.00322928	0.003962	0.00408202	0.000580577	0.000534641	0.000589162	0.000615838	0.0006587969999999999	0.000705826	0.000827105	0.000993506	0.0008756300000000001	0.000857145	0.000931126	0.000983603	0.00124768	0.0013708400000000001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1258.0	1.18	0.00028467	0.000430111	0.00114127	0.00310629	0.00663789	0.000256431	0.0006245819999999999	0.00114774	NaN	0.0071128499999999996	0.00040677400000000005	0.0162312	NaN	0.025093	0.0104873	0.016645499999999997	0.025483000000000002	0.047444099999999996	0.08101269999999999	0.0753086	0.041915100000000004	0.0423342	0.011599	0.0157684	0.0190272	0.027832799999999998	0.0315087	0.050469599999999996	0.00022441	0.000263683	0.000429567	0.000365825	0.000428826	0.000661807	0.0010121199999999998	0.00193454	0.00199631	0.0018131	0.00213263	0.00234983	0.0037752	0.00431407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1266.0	1.41	0.000356118	0.000426898	0.000500517	0.000544874	0.000782806	0.000342053	0.000468372	0.00045921	NaN	0.00088083	0.000379554	0.0011428	NaN	0.00116795	0.0007552720000000001	0.0016417200000000002	0.0010915900000000001	0.000997412	0.00027969500000000005	0.000773317	0.00276674	-0.00188478	0.00091018	0.0023176100000000003	0.0014007	0.00189084	0.00108033	0.000532883	0.000331891	0.000366126	0.00036971	0.00035150599999999996	0.00038553700000000003	0.00043819999999999997	0.00040998600000000004	0.000615532	0.0004777	0.000538785	0.000462073	0.0005513209999999999	0.0004996709999999999	0.000575091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1267.0	1.26	8.56907e-05	0.000131934	0.000222164	0.000624736	0.0014071700000000001	0.000106848	0.000211768	0.000269502	NaN	0.0014190799999999999	0.000175324	0.00267191	NaN	0.00407463	0.00175709	0.00261531	0.00406216	0.00617725	0.0103552	0.010655	0.00998575	0.00939312	0.0025364800000000002	0.0034044699999999997	0.0030062099999999996	0.00517267	0.00487018	0.00692455	0.000200476	0.000198176	0.000128134	0.000165079	0.00022342300000000002	0.00020573	0.00025149899999999997	0.00046921	0.000324422	0.000427955	0.000530444	0.000562049	0.000666642	0.000917694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1269.0	2.23	1.09951e-05	5.54434e-05	0.000115863	0.00015740399999999999	0.00020426800000000002	4.2947e-05	8.817099999999999e-05	8.74812e-05	NaN	0.000163599	5.15907e-05	0.000663392	NaN	0.00132726	8.76571e-05	0.000924652	0.00122663	0.0021707700000000003	0.00320281	0.00374052	0.00447543	0.00418988	0.000546005	0.000690886	0.0010856	0.0028220299999999997	0.00146526	0.0020148799999999997	6.339880000000001e-05	1.75097e-05	5.10773e-05	2.90396e-05	0.000106541	5.26659e-05	3.4418499999999996e-05	0.000104548	6.65754e-05	0.000102333	0.00011604399999999999	0.00011464	1.98827e-05	0.000145737	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1265.0	0.93	0.00132003	0.00196881	0.0034459499999999997	0.00771143	0.0112247	0.00132741	0.0026711900000000004	0.00338273	NaN	0.0124412	0.00183286	0.0166214	NaN	0.0201863	0.0137126	0.0183675	0.0209986	0.0307238	0.037576	0.030307999999999998	0.025722000000000002	0.027557400000000003	0.014471600000000001	0.0172773	0.0203093	0.0244398	0.0260389	0.0334459	0.00120137	0.00161225	0.0017333099999999998	0.00189939	0.00203092	0.00271695	0.0031444999999999997	0.0045907	0.0045266	0.0041079	0.00580984	0.00788326	0.00884666	0.00910766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1271.0	1.46	0.000391221	0.000490738	0.0006041229999999999	0.0007515859999999999	0.00108804	0.000429396	0.000544976	0.000586073	NaN	0.00108427	0.00044093100000000004	0.0016530800000000001	NaN	0.00231774	0.00126599	0.0016800699999999999	0.00212994	0.0020744500000000003	0.0030583200000000002	0.00327561	0.00322803	-0.000986337	0.0016932899999999999	0.0017721100000000001	0.00209886	0.00396821	0.0030714600000000002	0.00274787	0.000465615	0.00041875800000000003	0.000502744	0.00047593	0.000426987	0.000499515	0.000579494	0.000755584	0.0006484990000000001	0.000730483	0.000667825	0.000735008	0.0007406380000000001	0.000634448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1275.0	2.07	0.000399948	0.000559667	0.000653301	0.000650462	0.0006427119999999999	0.000442406	0.0006498049999999999	0.0006127869999999999	NaN	0.0007285810000000001	0.00048103699999999997	0.000901428	NaN	0.00122974	0.0007947060000000001	0.00125107	0.0013209699999999999	0.00108767	0.0015438000000000001	0.00146439	0.00325523	0.00302878	0.0012566200000000002	0.000961896	0.00133602	0.00220323	0.0017285900000000001	0.00214295	0.00046139799999999996	0.000431776	0.000485135	0.000593512	0.000528838	0.000505266	0.000603407	0.000678646	0.0006052999999999999	0.00061404	0.000619105	0.00071563	0.0005987	0.000590584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1274.0	1.98	0.000396995	0.000703279	0.0010999	0.0015148	0.00172865	0.000539181	0.000939703	0.00110071	NaN	0.00180495	0.000642856	0.00229512	NaN	0.00299271	0.0019667300000000003	0.00281169	0.0026198899999999997	0.0032257099999999997	0.0032682	0.00337806	0.00106762	-0.00433164	0.00214114	0.00285183	0.00289412	0.0037778200000000003	0.0033619500000000003	0.004559720000000001	0.000442756	0.000527339	0.000643342	0.000676711	0.0007083570000000001	0.000891497	0.00105165	0.00135049	0.001184	0.00117705	0.0012993	0.0013751899999999999	0.00146902	0.00148694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
